id,batch_id,created_time,batch_info,activities,uploaded_at
35,20250621_155325,2025-06-21 15:53:25.01168+00,"{""system"": ""Darwin"", ""batch_id"": ""20250621_155325"", ""created_time"": ""2025-06-21T15:53:25.011680"", ""total_clicks"": 30, ""total_activities"": 6, ""total_keystrokes"": 3, ""total_tracked_time_seconds"": 117.75799703598022}","{""Notes|Notes"": {""all_urls"": [], ""app_name"": ""Notes"", ""category"": ""neutral"", ""sessions"": [{""clicks"": 0, ""category"": ""neutral"", ""duration"": 2.008175849914551, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:16.673376""}], ""current_url"": """", ""last_active"": ""2025-06-21T15:50:16.673528"", ""total_clicks"": 0, ""window_title"": ""Notes"", ""total_keystrokes"": 0, ""total_time_seconds"": 2.008175849914551}, ""Cursor|Cursor"": {""all_urls"": [], ""app_name"": ""Cursor"", ""category"": ""productive"", ""sessions"": [{""clicks"": 1, ""category"": ""productive"", ""duration"": 4.006396770477295, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:49:24.972393""}, {""clicks"": 1, ""category"": ""productive"", ""duration"": 4.010905742645264, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:49:50.245655""}, {""clicks"": 0, ""category"": ""productive"", ""duration"": 4.012282133102417, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:07.877777""}, {""clicks"": 1, ""category"": ""productive"", ""duration"": 2.0052919387817383, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:18.681552""}, {""clicks"": 2, ""category"": ""productive"", ""duration"": 4.0131731033325195, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:30.113459""}, {""clicks"": 0, ""category"": ""productive"", ""duration"": 4.012809753417969, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:41.574946""}, {""clicks"": 0, ""category"": ""productive"", ""duration"": 18.06476879119873, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:51:08.685157""}], ""current_url"": """", ""last_active"": ""2025-06-21T15:51:08.685621"", ""total_clicks"": 5, ""window_title"": ""Cursor"", ""total_keystrokes"": 0, ""total_time_seconds"": 40.12562823295593}, ""Google Chrome|https://www.codecademy.com/"": {""all_urls"": [""https://www.codecademy.com/""], ""app_name"": ""Google Chrome"", ""category"": ""productive"", ""sessions"": [{""clicks"": 2, ""category"": ""productive"", ""duration"": 4.7833170890808105, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:11.890059""}, {""clicks"": 2, ""category"": ""productive"", ""duration"": 9.426614999771118, ""keystrokes"": 1, ""start_time"": ""2025-06-21T15:50:20.686844""}], ""current_url"": ""https://www.codecademy.com/"", ""last_active"": ""2025-06-21T15:50:20.985533"", ""total_clicks"": 4, ""window_title"": ""Google Chrome"", ""total_keystrokes"": 1, ""total_time_seconds"": 14.209932088851929}, ""Google Chrome|https://perplexity.ai/account/api"": {""all_urls"": [""https://perplexity.ai/account/api""], ""app_name"": ""Google Chrome"", ""category"": ""neutral"", ""sessions"": [{""clicks"": 0, ""category"": ""neutral"", ""duration"": 2.387702226638794, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:51:04.286295""}], ""current_url"": ""https://perplexity.ai/account/api"", ""last_active"": ""2025-06-21T15:51:27.072761"", ""total_clicks"": 0, ""window_title"": ""Google Chrome"", ""total_keystrokes"": 0, ""total_time_seconds"": 2.387702226638794}, ""Google Chrome|https://pinetools.com/split-image"": {""all_urls"": [""https://pinetools.com/split-image""], ""app_name"": ""Google Chrome"", ""category"": ""neutral"", ""sessions"": [{""clicks"": 4, ""category"": ""neutral"", ""duration"": 7.448314189910889, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:34.126632""}, {""clicks"": 7, ""category"": ""neutral"", ""duration"": 18.69853901863098, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:50:45.587756""}], ""current_url"": ""https://pinetools.com/split-image"", ""last_active"": ""2025-06-21T15:50:45.906271"", ""total_clicks"": 11, ""window_title"": ""Google Chrome"", ""total_keystrokes"": 0, ""total_time_seconds"": 26.14685320854187}, ""Google Chrome|https://www.youtube.com/watch?v=9PlBp46w-_c"": {""all_urls"": [""https://www.youtube.com/watch?v=9PlBp46w-_c""], ""app_name"": ""Google Chrome"", ""category"": ""unproductive"", ""sessions"": [{""clicks"": 7, ""category"": ""unproductive"", ""duration"": 21.266865253448486, ""keystrokes"": 2, ""start_time"": ""2025-06-21T15:49:28.978790""}, {""clicks"": 3, ""category"": ""unproductive"", ""duration"": 11.612840175628662, ""keystrokes"": 0, ""start_time"": ""2025-06-21T15:49:54.256561""}], ""current_url"": ""https://www.youtube.com/watch?v=9PlBp46w-_c"", ""last_active"": ""2025-06-21T15:49:54.620711"", ""total_clicks"": 10, ""window_title"": ""Google Chrome"", ""total_keystrokes"": 2, ""total_time_seconds"": 32.87970542907715}}",2025-06-21 12:53:25.590933+00
